head,relation,tail,trigger,source,score,chapter,sentence
升力,discussed_in,第9章总结与展望,chapter_membership,chapter,0.590,第9章总结与展望,在双翼状态，由于上下机翼的相互干扰，会损失一部分升力，并增大阻力。
升力损失,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,对于单-双折叠翼变体飞行器来说，在由单翼构型变体为双翼构型后，除了因上下机翼的相互干扰损失一部分升力外，还会因为展弦比的降低损失一部分升力，前者在升力损失中占主要部分，后者在升力损失中占次要部分；
升力系数,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.590,第2章大展弦比变展长变体飞行器设计规律研究,根据此结论，可以计算出固定翼飞机在不同升力系数和零升阻力系数下对应的最优展弦比。
升降舵,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.590,第5章单-双折叠翼变体飞行器的动力学和控制研究,本节中将使用极端假设法进行分析，即假设在变体过程中，两侧变体的控制发生失效，同时失效后出现极端不对称的情况，在此基础上分析变体的扰动力和扰动力矩是否在飞机固定机翼副翼、方向舵和升降舵的控制范围内。
升降舵,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,固定机翼的副翼和升降舵、方向舵等应具备在变体失效的情况下维持飞机自身安定的能力。
升限,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,翼载荷：对于高空长航时飞行器来说，飞机的翼载荷主要受最大升限的约束，即在最大升限条件下，机翼需能提供足够的升力。
半经验方法,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.590,第2章大展弦比变展长变体飞行器设计规律研究,在气动模块，ACADO集成了friction、idrag等快速气动计算程序计算飞机的升力、摩擦阻力和诱导阻力，并结合一些半经验方法预测升力、各项阻力以及动导数。
单-双折叠翼变体飞机,discussed_in,第9章总结与展望,chapter_membership,chapter,0.590,第9章总结与展望,（6）单-双折叠翼变体飞机在总体设计中除原有设计约束之外，还需要满足变体包线的设计约束；
单翼机,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,但由于双翼之间的气动干扰和支柱等结构带来的额外阻力，双翼机的气动效率较低，三十年代后，随着高强度铝合金材料的问世，双翼机逐步被单翼机取代。
单翼状态,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.590,第5章单-双折叠翼变体飞行器的动力学和控制研究,以单翼状态为零重力势能点，并近似认为活动机翼的重心位于铰链处。
压力中心,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,除了升力和阻力，还需要关注变体过程中飞机升力中心和气动中心的变化情况，机翼弦向的压力中心和气动中心的变化情况将影响到变体过程中飞机的俯仰安定性，活动机翼展向的压力中心变化则会影响到活动机翼的自转。
压力分布,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,梢根比：梢根比是机翼平面设计的重要参数，在常规的大展弦比飞机设计中，机翼的梢根比通常在0.3-0.4左右，此时飞机的压力分布接近于椭圆形分布，奥斯瓦尔德因子较高，诱导阻力较低；
原理验证机,discussed_in,第1章绪论,chapter_membership,chapter,0.590,第1章绪论,第二部分是单-双折叠翼变体飞行器的原理验证研究，设计和研制了6m翼展的单-双折叠翼变体原理验证机，并开展了空中折叠变体试验和相关地面试验，实现了单-双折叠翼变体技术的原理验证。
双翼,discussed_in,第1章绪论,chapter_membership,chapter,0.590,第1章绪论,为此，2015年，清华大学陈海昕课题组提出了一种新的单-双折叠翼变体飞行器的概念，这种变体飞行器具有单翼和双翼两种模式，可以有效解决大展弦比飞行器起降与巡航性能的矛盾。
双翼布局,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,上下机翼间距：上下机翼间距增加有助于改善飞机在双翼布局下的气动性能，但上下机翼的间距也要受到机身高度的限制。
双翼构型,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.590,第6章单-双折叠翼变体飞行器的结构机构设计研究,在变体的开始和结束阶段，即机翼处于单翼或双翼构型时，活动机翼的变形会使活动机翼端面与固定机翼端面或机身之间存在一定错位，该错位将影响活动机翼的固定锁定，当活动机翼内侧端面的向后总变形量较小时，错位量较少，可以通过导向机构等克服，当该变形量过大时，错位量过大，活动机翼将难以锁定。
双翼状态,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,对于单-双折叠翼变体布局来说，若机翼采用了大幅前掠或后掠的设计方案，则在双翼状态下，上机翼和下机翼为前后错位的状态，此时上下机翼每个截面的机翼位置关系都不尽相同，流动结构较为复杂，不利于飞机飞行的稳定。
变体控制,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,可以看出，当机翼从一个完整的机翼分为两截并开始变体时，机翼断开的部位会产生较强的翼尖涡流，这可能会对变体过程中的飞行控制产生不利干扰，在制定变体控制方案时需要特别关注。
变体控制,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,在实际的变体控制中，活动机翼的副翼除了需要卸载升力以外，还需要少量上偏或下偏用以控制活动机翼的公转，活动机翼两侧的副翼也还需一定程度的差动以控制活动机翼自转。
变体飞行器,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,作为一种全新概念的变体飞行器，单-双折叠翼变体飞机具有单翼和双翼两种模式，通过副翼等气动舵面偏转产生的气动力驱动其在两种模式间进行切换。
后掠角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,1）对于单-双折叠翼变体飞行器来说，若机翼采用无后掠角的设计，则上机翼（活动机翼）将处于下机翼（固定机翼）的正上方，此时双翼的流场较为简单。
固定机翼,discussed_in,第1章绪论,chapter_membership,chapter,0.590,第1章绪论,2008年，Kheong等人研发了一种使用充气式机翼来改变飞机展长的变体方案，这种飞机分为内侧的固定机翼和外侧的充气机翼两部分，通过对外侧机翼的充气和放气，可以调整飞机的机翼面积和翼展。
固定机翼副翼,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.590,第5章单-双折叠翼变体飞行器的动力学和控制研究,本节中将使用极端假设法进行分析，即假设在变体过程中，两侧变体的控制发生失效，同时失效后出现极端不对称的情况，在此基础上分析变体的扰动力和扰动力矩是否在飞机固定机翼副翼、方向舵和升降舵的控制范围内。
增升装置,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.590,第2章大展弦比变展长变体飞行器设计规律研究,ACADO的重量结构模块采用了部件级的工程梁模型法和双板层模型法，即将机翼的结构分解为梁、肋、蒙皮、增升装置等结构分别计算结构重量。
外侧端面,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.590,第6章单-双折叠翼变体飞行器的结构机构设计研究,当活动机翼处于其他位置时，活动机翼内侧和外侧端面的向后变形量与连杆端部变形挠度、连杆扭转角、公转角度、连杆长度以及活动机翼内侧和外侧到铰链的距离有关。
失速速度,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,当单-双折叠翼变体飞机处于单翼构型时，其最大升力系数较高，对应的失速速度也较低，最小速度包线偏左；
展向升力中心,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,以活动机翼内侧端面为坐标原点，变体过程中活动机翼的展向升力中心变化情况表明，在单翼和双翼构型下，由于机翼的展向流动，活动机翼内侧的升力高于外侧，此时活动机翼的展向升力中心在46%机翼展长左右位置，在变体过程中，由于机翼间的相互干扰，活动机翼内侧的升力降低，升力中心向外移动至50%机翼展长左右位置。
巡航升力系数,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.590,第2章大展弦比变展长变体飞行器设计规律研究,以一般的民航客机为例，其巡航升力系数一般在0.5-0.6左右，零升阻力系数在0.02-0.025左右，对应的气动最优展弦比在10左右，最大升阻比在18左右；
巡航高度,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.590,第3章单-双折叠翼变体飞行器概念的发展和完善,单-双折叠翼变体的应用对象为巡航高度较高的长航时飞行器，变体过程将在飞机的飞行包线内选择合适的高度和速度进行。
差动,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,在实际的变体控制中，活动机翼的副翼除了需要卸载升力以外，还需要少量上偏或下偏用以控制活动机翼的公转，活动机翼两侧的副翼也还需一定程度的差动以控制活动机翼自转。
平均展长,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,3）对于双翼机来说，当上下机翼的翼展比略大于或略小于1时，其升力与阻力特性近似等于与其平均展长相同，翼展比为1的双翼。
平均弦长,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.590,第6章单-双折叠翼变体飞行器的结构机构设计研究,以RQ-4A为原准机的单-双折叠翼变体飞行器，若在3000m高度和400km/h速度下变体，当活动机翼处于内侧副翼偏转15度，外侧副翼偏转5度的极限偏转情形时，活动机翼的总阻力约为900N，两侧不平衡阻力产生的力矩为1150N·m，若连杆的铰链位置设置在45%弦长处，并假设活动机翼重心位于铰链处，则活动机翼产生的扭转力矩约为3200N·m，当双翼构型下，上下机翼间距取一倍平均弦长时，连杆的长度约4.5m。
平尾,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机的尾翼为常规尾翼，平尾为展长1m的梯形尾翼，根部弦长0.3m，稍部弦长0.2m，使用NACA0008对称翼型，升降舵位置在70%弦长处，平尾容量0.6，与同尺寸同类型飞机相当；
强度,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.590,第3章单-双折叠翼变体飞行器概念的发展和完善,由于翼展的降低，飞机的转动惯量降低，机翼刚度和强度增加，具有更好的抗侧风、突风能力和更强的空中机动性能，有效地克服了大展弦比飞行器存在的诸多缺点。
微型舵机,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,每侧的固定和活动机翼都配备了2个副翼，全机共8个副翼，副翼弦长占比25%，每个副翼都由一个9克的微型舵机驱动。
折叠翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,考虑到大展弦比机翼的构型要求和单-双折叠翼的功能需求，在单翼状态下，飞机采用下单翼（双翼状态下为上下双翼）和普通尾翼的常规式气动布局，常规式气动布局结构较为简单，飞行控制系统成熟，有利于进一步改造为单-双折叠翼变体飞行器。
拉格朗日方法,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.590,第5章单-双折叠翼变体飞行器的动力学和控制研究,对于单侧机翼的变体，可以使用拉格朗日方法建立其动力学模型。
控制方程,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.590,第5章单-双折叠翼变体飞行器的动力学和控制研究,通过拉格朗日方法推导，可以得到活动机翼两侧副翼偏转角度与自转、公转角度之间的动力学及控制方程。
控制活动机翼自转,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,在实际的变体控制中，活动机翼的副翼除了需要卸载升力以外，还需要少量上偏或下偏用以控制活动机翼的公转，活动机翼两侧的副翼也还需一定程度的差动以控制活动机翼自转。
摄像头,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,飞行控制系统以及布置在机身顶部翼台和垂尾顶部的三个摄像头向地面站发送实时飞行数据和图像信息，飞机操纵手根据飞行控制系统提供的姿态信息和摄像头传回的图像信息，通过遥控器向飞机输入变体开始的指令，其后变体过程由飞行控制系统自动完成，变体完成后，飞机操纵手根据传回的图像信息再次输入活动机翼的固定指令。
摩擦阻力,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.590,第2章大展弦比变展长变体飞行器设计规律研究,在气动模块，ACADO集成了friction、idrag等快速气动计算程序计算飞机的升力、摩擦阻力和诱导阻力，并结合一些半经验方法预测升力、各项阻力以及动导数。
支撑翼,discussed_in,第1章绪论,chapter_membership,chapter,0.590,第1章绪论,支撑翼飞机的概念最早出现在上世纪50年代，并在近年来成为商业运输机未来布局发展的希望之星。
支撑翼布局,discussed_in,第1章绪论,chapter_membership,chapter,0.590,第1章绪论,大展弦比机翼可以极大地降低飞机的诱导阻力，提高飞机的升阻比，但随着展弦比的增加，机翼变得更加细长，所需要的结构重量也随之增加，同时机翼的气动弹性等结构问题也逐渐突出，为此，人们在大展弦比平直机翼的基础上进一步开发出了连接翼布局、支撑翼布局、双/多机身布局等其他布局形式，以期望突破大展弦比飞行器发展的瓶颈，获得更佳的飞行性能。
方向舵,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,固定机翼的副翼和升降舵、方向舵等应具备在变体失效的情况下维持飞机自身安定的能力。
最大副翼偏转角,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,控制自转、公转和卸载升力所需的最大副翼偏转角约为20度，而验证机可用的最大副翼偏转角约为22度，满足上述要求并具有一定的冗余度；
有效载荷,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.590,第2章大展弦比变展长变体飞行器设计规律研究,但另一方面，增加展弦比会使机翼根部弯矩增加，导致机翼结构重量增加，使得飞机的有效载荷和燃油携带量降低。
机翼前缘,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,按照普朗特和芒克等人建立的早期双翼理论，二维双翼构型的主要平面参数包括：上翼的弦长和翼型、下翼的弦长和翼型、上翼相对于下翼的安装角、两个机翼的上下间距（Gap）、两个机翼前缘的前后间距（Stagger）。
机翼厚度,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,根据以上讨论内容，大展弦比飞机常用设计参数与单-双折叠翼变体飞行器的期望设计参数对比表明，单-双折叠翼变体所带来的新设计约束与新设计要求与现有的大展弦比长航时飞行器的设计准则无明显矛盾，除可能少量增加机翼厚度，减小后掠角外，单-双折叠翼变体飞行器无需改变现有的大展弦比飞机设计参数，这在很大程度上也降低了单-双折叠翼变体在各方面所付出的代价。
机翼油箱,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,油箱布置：常规飞行器的油箱通常分为机翼油箱和机身油箱两部分，以“全球鹰”为例，其主油箱布置于机身发动机的下方，两个副油箱布置于机翼中靠近翼稍的位置，在存放燃油的同时可以起到降低机翼弯矩的作用。
机翼结构重量,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.590,第2章大展弦比变展长变体飞行器设计规律研究,但另一方面，增加展弦比会使机翼根部弯矩增加，导致机翼结构重量增加，使得飞机的有效载荷和燃油携带量降低。
机翼面积,discussed_in,第1章绪论,chapter_membership,chapter,0.590,第1章绪论,在机翼面积相同的情况下，展弦比越大，飞机的翼展越大。
机翼面积,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.590,第2章大展弦比变展长变体飞行器设计规律研究,以RQ-4A为原准机，在最大起飞重量、机翼面积、飞行工况、发动机参数和飞机其他设计参数不变的情况下，使用ACADO计算飞机的气动性能随展弦比变化的情况。
机翼面积,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,在飞机发展的早期，机翼的结构和蒙皮多为木材、蒙布等材料，为了提高机翼的强度，同时获得足够大的机翼面积，飞机多采用上下双翼式的设计。
机身,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.590,第5章单-双折叠翼变体飞行器的动力学和控制研究,其动力学模型中，A为机身、固定机翼和尾翼，B、C为连杆，分别绕A公转，D、E为活动机翼，分别绕B、C自转。
机身油箱,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,油箱布置：常规飞行器的油箱通常分为机翼油箱和机身油箱两部分，以“全球鹰”为例，其主油箱布置于机身发动机的下方，两个副油箱布置于机翼中靠近翼稍的位置，在存放燃油的同时可以起到降低机翼弯矩的作用。
来流攻角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,当上机翼处于下机翼正上方时，由于来流攻角的原因，下机翼先接触到来流，其情况与下机翼在前时类似；
柔性桁架,discussed_in,第1章绪论,chapter_membership,chapter,0.590,第1章绪论,现有的变展长变体方式包括变后掠、折叠翼尖、柔性桁架、充气机翼、伸缩翼等等，但这些变体方式存在着机构复杂、重量代价大、对机翼空间侵占多等缺点。
梢根比,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,出于机翼结构设计和加工制造的方便，机翼采用了无后掠角，无扭转，梢根比为1的设计参数。
气动优化,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.590,第6章单-双折叠翼变体飞行器的结构机构设计研究,小部分攻角变化量来自于活动机翼的阻力产生的弯矩和扭矩，这部分变形可以通过气动优化减小阻力来改善。
气动力矩,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,一方面，在变体过程中，副翼偏转是否能够提供足够的气动力和气动力矩，直接关系到变体的成功与否；
气动力矩,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,对于飞机变体过程中的结构和控制来说，在相同的机翼面积下，梢根比越小，则活动机翼的机翼面积占比越小，活动机翼传递给的连杆的气动力和气动力矩越低，连杆在结构重量和空间尺寸等方面带来的代价也越低，变体对于飞行稳定性的影响也越小（单-双折叠翼变体飞机在双翼构型下活动机翼的气动负载低于单翼构型下的气动负载，这里主要考虑单翼构型）；
气动力驱动,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.590,第3章单-双折叠翼变体飞行器概念的发展和完善,单-双折叠翼变体飞行器使用气动力驱动完成变体，相较于传统变体方式，在结构、重量、体积等方面付出的代价更小，优势更加突出。
气动力驱动,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,作为一种全新概念的变体飞行器，单-双折叠翼变体飞机具有单翼和双翼两种模式，通过副翼等气动舵面偏转产生的气动力驱动其在两种模式间进行切换。
气动力驱动,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,单-双折叠翼变体原理验证机设计需求为：在满足一般大展弦比长航飞行器设计约束的条件下，实现原理样机在飞行中的气动力驱动自主折叠/展开变体，验证单-双折叠翼变体概念的合理性和可行性，检验单-双折叠翼变体飞行器设计方法研究中所形成的设计规律和设计方法。
气动力驱动,discussed_in,第9章总结与展望,chapter_membership,chapter,0.590,第9章总结与展望,面对大展弦比飞行器对起降场地要求高，抗风能力差的问题，发展和完善了气动力驱动的单-双折叠翼变体的新概念，在具备50%变展长能力的同时，气动力驱动变体的方式极大降低了变体所需要付出的各方面代价，在多个方面优于现有的变展长变体飞行器。
气动力驱动变体,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,据此推断，如果将气动力驱动变体技术应用于速度达到100m/s的大型飞机，则在变体过程中可以承担更大的阵风。
气动干扰,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,但由于双翼之间的气动干扰和支柱等结构带来的额外阻力，双翼机的气动效率较低，三十年代后，随着高强度铝合金材料的问世，双翼机逐步被单翼机取代。
气动弹性,discussed_in,第1章绪论,chapter_membership,chapter,0.590,第1章绪论,大展弦比机翼可以极大地降低飞机的诱导阻力，提高飞机的升阻比，但随着展弦比的增加，机翼变得更加细长，所需要的结构重量也随之增加，同时机翼的气动弹性等结构问题也逐渐突出，为此，人们在大展弦比平直机翼的基础上进一步开发出了连接翼布局、支撑翼布局、双/多机身布局等其他布局形式，以期望突破大展弦比飞行器发展的瓶颈，获得更佳的飞行性能。
气动舵面,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,7.3.3单-双折叠翼变体飞行器的气动舵面设计
油箱,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.590,第2章大展弦比变展长变体飞行器设计规律研究,变体机构对于飞机油箱的侵占也同样会影响飞机的航程，当变体机构侵占2000L油箱时，其航程损失与变体机构增重10%时的效果相当。
活动机翼,discussed_in,第1章绪论,chapter_membership,chapter,0.590,第1章绪论,张祖豪提出了一种具有连续蒙皮的伸缩翼方案，这种机翼的活动机翼伸出之后可以向外展开，使得活动机翼和固定机翼之间保持连续。
活动机翼,discussed_in,第9章总结与展望,chapter_membership,chapter,0.590,第9章总结与展望,变体过程中的非定常效应主要来自于活动机翼的运动引起的等效攻角变化，来源清晰且单一。
滚转力矩,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.590,第5章单-双折叠翼变体飞行器的动力学和控制研究,对于单-双折叠翼变体飞行器来说，两侧机翼的变体将产生额外的扰动力和扰动力矩，并以拉力、弯矩、扭矩的形式，通过连杆传递给固定机翼和机身，进而转化为偏航力矩、俯仰力矩和滚转力矩，影响飞机的安定性。
燃油重量,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,考虑到在起飞总重相同的情况下，变体机构的重量本身会占用一部分燃油重量，变体机构对于油箱空间的侵占很小。
理论,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,总的来说，在飞行器发展的早期，对于双翼机的研究较多，但由于这一阶段空气动力学发展的理论还尚不成熟（在普朗特和芒克等人提出早期双翼理论时，还没有展弦比、梢根比的概念），相关的实验技术还不充分，这些研究在当下已经不能满足指导双翼飞机设计的需求。
电池,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机动力为1.3kw的无刷电机搭配14寸螺旋桨，安装于机头，功重比0.05，电动机使用6S锂电池供电，飞机动力采用拉式布局，电机和螺旋桨按安装在在机身前端。
碳纤维复合材料,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机的机翼采用了双/多梁+U型槽的结构方案，机翼的主梁为两根碳纤维复合材料管，变体机构安装在两根碳管梁之间，U型槽使用碳纤维板制造，以增强机翼的抗扭性能。
碳纤维管,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,机身尾部通过1.3m的碳纤维管连接尾翼。
空速管,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,6）数据采集：原理验证机应具备一定的数据采集能力，以便进一步检验和优化变体的动力学模型和控制算法，应装备空速管、GPS、六轴加速度传感器和变体所需的角度传感器。
续航时间,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机在单翼和双翼构型下的续航性能比较（纵坐标为单位电量下飞机的续航时间，单翼构型在12m/s空速时飞机的续航时间被设为100%）表明，由于原理验证机的起落架和机身顶部翼台桁架部分未进行整流处理，产生了较多的涡流阻力，导致其全机的零升阻力较高，降低了大展弦比带来的减阻效果，但单翼构型相较于双翼构型仍表现出了较强的续航优势。
翼尖,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.590,第8章单-双折叠翼变体飞行器的原理验证研究,根据本文第4章与第7章中的研究结论，0.4左右的稍根比和翼尖负担转有助于改善机翼的气动特性，并降低活动机翼在变体过程中的气动负载，但考虑到原理验证机主要为验证用途，且尺寸较小，稍根比过小时机翼翼稍的空间较为局促，扭转后机翼结构加工较为困难。
翼尖涡,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,含连杆构型的零升阻力系数相较于不包含连杆的构型有较大幅度提升，这主要是由于连杆的摩擦阻力和连杆引起的局部流动分离导致的，同时，含连杆构型的诱导阻力系数相较于不包含连杆的构型有小幅降低，推测是连杆产生的端板效应抑制了翼尖涡的发展。
翼尖涡流,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.590,第4章单-双折叠翼变体飞行器的气动特性研究,为此建立了机翼完整时的几何模型开展计算，并结合非定常计算的结果，进一步得到了这一阶段机翼的压力分布和翼尖涡流变化情况。
翼根弯矩,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.590,第2章大展弦比变展长变体飞行器设计规律研究,飞机在增大展弦比的同时，翼根弯矩也进一步增大，进而使机翼的结构重量增加，导致飞机载荷和燃油携带降低。
翼根弯矩,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.590,第7章单-双折叠翼变体飞行器总体设计方法研究,另一方面，适当的梢根比也有利于减少飞机的翼根弯矩，降低结构重量。
翼肋,discussed_in,第1章绪论,chapter_membership,chapter,0.590,第1章绪论,在这种方案中，机翼的翼肋之间通过桁架连接，通过桁架的变形可以调整翼肋的间距，从而实现机翼的伸缩。
自转角,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.590,第5章单-双折叠翼变体飞行器的动力学和控制研究,其中活动机翼两侧副翼的偏转角度为控制输入，活动机翼的公转角和自转角为控制输出。
